PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeMissing,Ticket_clean,TicketPrefix,FareMissing,CabinKnown,CabinDeck,FamilySize,IsAlone,LogFare,FarePerPerson,TicketGroupSize,TicketGroupFarePerPerson,AgeBand,FareBand,Sex_Pclass,Sex_AgeBand,Embarked_Pclass,Pclass_FareBand,Survived
445,3,male,25.0,0,0,8.1125,S,1,65306,NONE,0,0,Unknown,1,1,2.2096470973347766,8.1125,1,8.1125,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",1
446,1,male,4.0,0,2,81.8583,S,0,33638,NONE,0,1,A,3,0,4.417131919904876,27.2861,1,81.8583,"(0.419, 20.0]","(39.688, 512.329]",male_1,"male_(0.419, 20.0]",S_1,"1_(39.688, 512.329]",1
447,2,female,13.0,0,1,19.5,S,0,250644,NONE,0,0,Unknown,2,0,3.0204248861443626,9.75,2,9.75,"(0.419, 20.0]","(10.5, 21.679]",female_2,"female_(0.419, 20.0]",S_2,"2_(10.5, 21.679]",1
448,1,male,34.0,0,0,26.55,S,0,113794,NONE,0,0,Unknown,1,1,3.316002535598924,26.55,1,26.55,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",1
449,3,female,5.0,2,1,19.2583,C,0,2666,NONE,0,0,Unknown,4,0,3.0085645861193133,4.814575,4,4.814575,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",1
450,1,male,52.0,0,0,30.5,S,0,113786,NONE,0,1,C,1,1,3.449987545831587,30.5,1,30.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",1
451,2,male,36.0,1,2,27.75,S,0,C A 34651,C,0,0,Unknown,4,0,3.3586377672433594,6.9375,3,9.25,"(30.0, 40.0]","(21.679, 39.688]",male_2,"male_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",0
452,3,male,25.0,1,0,19.9667,S,1,65303,NONE,0,0,Unknown,2,0,3.0429354648621407,9.98335,1,19.9667,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
453,1,male,30.0,0,0,27.75,C,0,113051,NONE,0,1,C,1,1,3.3586377672433594,27.75,1,27.75,"(25.0, 30.0]","(21.679, 39.688]",male_1,"male_(25.0, 30.0]",C_1,"1_(21.679, 39.688]",0
454,1,male,49.0,1,0,89.1042,C,0,17453,NONE,0,1,C,2,0,4.500966778400217,44.5521,2,44.5521,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
455,3,male,25.0,0,0,8.05,S,1,A 5 2817,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
456,3,male,29.0,0,0,7.8958,C,0,349240,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",C_3,"3_(7.854, 10.5]",1
457,1,male,65.0,0,0,26.55,S,0,13509,NONE,0,1,E,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
458,1,female,35.0,1,0,51.8625,S,1,17464,NONE,0,1,D,2,0,3.967694202798607,25.93125,1,51.8625,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
459,2,female,50.0,0,0,10.5,S,0,F C C 13531,OTHER,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(40.0, 80.0]","(7.854, 10.5]",female_2,"female_(40.0, 80.0]",S_2,"2_(7.854, 10.5]",1
460,3,male,25.0,0,0,7.75,Q,1,371060,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
461,1,male,48.0,0,0,26.55,S,0,19952,NONE,0,1,E,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",1
462,3,male,34.0,0,0,8.05,S,0,364506,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
463,1,male,47.0,0,0,38.5,S,0,111320,NONE,0,1,E,1,1,3.676300671907076,38.5,1,38.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
464,2,male,48.0,0,0,13.0,S,0,234360,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",0
465,3,male,25.0,0,0,8.05,S,1,A S 2816,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
466,3,male,38.0,0,0,7.05,S,0,SOTON O Q 3101306,SOTON,0,0,Unknown,1,1,2.0856720914304723,7.05,1,7.05,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
467,2,male,30.0,0,0,0.0,S,1,239853,NONE,0,0,Unknown,1,1,0.0,0.0,3,0.0,"(25.0, 30.0]","(-0.001, 7.854]",male_2,"male_(25.0, 30.0]",S_2,"2_(-0.001, 7.854]",0
468,1,male,56.0,0,0,26.55,S,0,113792,NONE,0,0,Unknown,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
469,3,male,25.0,0,0,7.725,Q,1,36209,NONE,0,0,Unknown,1,1,2.1661924680884908,7.725,1,7.725,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
470,3,female,0.75,2,1,19.2583,C,0,2666,NONE,0,0,Unknown,4,0,3.0085645861193133,4.814575,4,4.814575,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",1
471,3,male,25.0,0,0,7.25,S,1,323592,NONE,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
472,3,male,38.0,0,0,8.6625,S,0,315089,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
473,2,female,33.0,1,2,27.75,S,0,C A 34651,C,0,0,Unknown,4,0,3.3586377672433594,6.9375,3,9.25,"(30.0, 40.0]","(21.679, 39.688]",female_2,"female_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",1
474,2,female,23.0,0,0,13.7917,C,0,SC AH Basle 541,SC,0,1,D,1,1,2.694066212646058,13.7917,1,13.7917,"(20.0, 25.0]","(10.5, 21.679]",female_2,"female_(20.0, 25.0]",C_2,"2_(10.5, 21.679]",1
475,3,female,22.0,0,0,9.8375,S,0,7553,NONE,0,0,Unknown,1,1,2.38301234210666,9.8375,1,9.8375,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
476,1,male,40.0,0,0,52.0,S,1,110465,NONE,0,1,A,1,1,3.970291913552122,52.0,2,26.0,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",0
477,2,male,34.0,1,0,21.0,S,0,31027,NONE,0,0,Unknown,2,0,3.091042453358316,10.5,2,10.5,"(30.0, 40.0]","(10.5, 21.679]",male_2,"male_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",0
478,3,male,29.0,1,0,7.0458,S,0,3460,NONE,0,0,Unknown,2,0,2.0851502161468174,3.5229,1,7.0458,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",0
479,3,male,22.0,0,0,7.5208,S,0,350060,NONE,0,0,Unknown,1,1,2.142510233146819,7.5208,1,7.5208,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
480,3,female,2.0,0,1,12.2875,S,0,3101298,NONE,0,0,Unknown,2,0,2.586823743668066,6.14375,1,12.2875,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",1
481,3,male,9.0,5,2,46.9,S,0,CA 2144,CA,0,0,Unknown,8,0,3.8691155044168695,5.8625,6,7.816666666666666,"(0.419, 20.0]","(39.688, 512.329]",male_3,"male_(0.419, 20.0]",S_3,"3_(39.688, 512.329]",0
482,2,male,30.0,0,0,0.0,S,1,239854,NONE,0,0,Unknown,1,1,0.0,0.0,1,0.0,"(25.0, 30.0]","(-0.001, 7.854]",male_2,"male_(25.0, 30.0]",S_2,"2_(-0.001, 7.854]",0
483,3,male,50.0,0,0,8.05,S,0,A 5 3594,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",0
484,3,female,63.0,0,0,9.5875,S,0,4134,NONE,0,0,Unknown,1,1,2.3596740599781727,9.5875,1,9.5875,"(40.0, 80.0]","(7.854, 10.5]",female_3,"female_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",1
485,1,male,25.0,1,0,91.0792,C,0,11967,NONE,0,1,B,2,0,4.5226490762785785,45.5396,2,45.5396,"(20.0, 25.0]","(39.688, 512.329]",male_1,"male_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
486,3,female,21.5,3,1,25.4667,S,1,4133,NONE,0,0,Unknown,5,0,3.275887339030031,5.09334,4,6.366675,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",S_3,"3_(21.679, 39.688]",0
487,1,female,35.0,1,0,90.0,S,0,19943,NONE,0,1,C,2,0,4.51085950651685,45.0,2,45.0,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
488,1,male,58.0,0,0,29.7,C,0,11771,NONE,0,1,B,1,1,3.4242626545931514,29.7,1,29.7,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",C_1,"1_(21.679, 39.688]",0
489,3,male,30.0,0,0,8.05,S,0,A 5 18509,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
490,3,male,9.0,1,1,15.9,S,0,C A 37671,C,0,0,Unknown,3,0,2.827313621929028,5.3,2,7.95,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",1
491,3,male,25.0,1,0,19.9667,S,1,65304,NONE,0,0,Unknown,2,0,3.0429354648621407,9.98335,1,19.9667,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
492,3,male,21.0,0,0,7.25,S,0,SOTON OQ 3101317,SOTON,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
493,1,male,55.0,0,0,30.5,S,0,113787,NONE,0,1,C,1,1,3.449987545831587,30.5,1,30.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
494,1,male,71.0,0,0,49.5042,C,0,PC 17609,PC,0,0,Unknown,1,1,3.922056501139853,49.5042,1,49.5042,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",0
495,3,male,21.0,0,0,8.05,S,0,A 4 45380,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
496,3,male,25.0,0,0,14.4583,C,1,2627,NONE,0,0,Unknown,1,1,2.738146075922933,14.4583,2,7.22915,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",C_3,"3_(10.5, 21.679]",0
497,1,female,54.0,1,0,78.2667,C,0,36947,NONE,0,1,D,2,0,4.37281811610993,39.13335,2,39.13335,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
498,3,male,25.0,0,0,15.1,S,1,C A 6212,C,0,0,Unknown,1,1,2.778819271990417,15.1,1,15.1,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
499,1,female,25.0,1,2,151.55,S,0,113781,NONE,0,1,C,4,0,5.027492411162679,37.8875,4,37.8875,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",S_1,"1_(39.688, 512.329]",0
500,3,male,24.0,0,0,7.7958,S,0,350035,NONE,0,0,Unknown,1,1,2.174274334826008,7.7958,1,7.7958,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
501,3,male,17.0,0,0,8.6625,S,0,315086,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
502,3,female,21.0,0,0,7.75,Q,0,364846,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
503,3,female,21.5,0,0,7.6292,Q,1,330909,NONE,0,0,Unknown,1,1,2.155151800914312,7.6292,1,7.6292,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
504,3,female,37.0,0,0,9.5875,S,0,4135,NONE,0,0,Unknown,1,1,2.3596740599781727,9.5875,1,9.5875,"(30.0, 40.0]","(7.854, 10.5]",female_3,"female_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
505,1,female,16.0,0,0,86.5,S,0,110152,NONE,0,1,B,1,1,4.471638793363569,86.5,3,28.83333333333333,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",S_1,"1_(39.688, 512.329]",1
506,1,male,18.0,1,0,108.9,C,0,PC 17758,PC,0,1,C,2,0,4.699570861409576,54.45,2,54.45,"(0.419, 20.0]","(39.688, 512.329]",male_1,"male_(0.419, 20.0]",C_1,"1_(39.688, 512.329]",0
507,2,female,33.0,0,2,26.0,S,0,26360,NONE,0,0,Unknown,3,0,3.295836866004329,8.666666666666666,2,13.0,"(30.0, 40.0]","(21.679, 39.688]",female_2,"female_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",1
508,1,male,40.0,0,0,26.55,S,1,111427,NONE,0,0,Unknown,1,1,3.316002535598924,26.55,1,26.55,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",1
509,3,male,28.0,0,0,22.525,S,0,C 4001,C,0,0,Unknown,1,1,3.1580636854714434,22.525,1,22.525,"(25.0, 30.0]","(21.679, 39.688]",male_3,"male_(25.0, 30.0]",S_3,"3_(21.679, 39.688]",0
510,3,male,26.0,0,0,56.4958,S,0,1601,NONE,0,0,Unknown,1,1,4.05171190165724,56.4958,7,8.070828571428573,"(25.0, 30.0]","(39.688, 512.329]",male_3,"male_(25.0, 30.0]",S_3,"3_(39.688, 512.329]",1
511,3,male,29.0,0,0,7.75,Q,0,382651,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",Q_3,"3_(-0.001, 7.854]",1
512,3,male,25.0,0,0,8.05,S,1,SOTON OQ 3101316,SOTON,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
513,1,male,36.0,0,0,26.2875,S,0,PC 17473,PC,0,1,E,1,1,3.3064287218760624,26.2875,1,26.2875,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",1
514,1,female,54.0,1,0,59.4,C,0,PC 17603,PC,0,0,Unknown,2,0,4.100989104940769,29.7,1,59.4,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
515,3,male,24.0,0,0,7.4958,S,0,349209,NONE,0,0,Unknown,1,1,2.139571923732859,7.4958,1,7.4958,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
516,1,male,47.0,0,0,34.0208,S,0,36967,NONE,0,1,D,1,1,3.555942170685876,34.0208,1,34.0208,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
517,2,female,34.0,0,0,10.5,S,0,C A 34260,C,0,1,F,1,1,2.4423470353692043,10.5,1,10.5,"(30.0, 40.0]","(7.854, 10.5]",female_2,"female_(30.0, 40.0]",S_2,"2_(7.854, 10.5]",1
518,3,male,25.0,0,0,24.15,Q,1,371110,NONE,0,0,Unknown,1,1,3.224857896545748,24.15,3,8.049999999999999,"(20.0, 25.0]","(21.679, 39.688]",male_3,"male_(20.0, 25.0]",Q_3,"3_(21.679, 39.688]",0
519,2,female,36.0,1,0,26.0,S,0,226875,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,1,26.0,"(30.0, 40.0]","(21.679, 39.688]",female_2,"female_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",1
520,3,male,32.0,0,0,7.8958,S,0,349242,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
521,1,female,30.0,0,0,93.5,S,0,12749,NONE,0,1,B,1,1,4.548599834499697,93.5,2,46.75,"(25.0, 30.0]","(39.688, 512.329]",female_1,"female_(25.0, 30.0]",S_1,"1_(39.688, 512.329]",1
522,3,male,22.0,0,0,7.8958,S,0,349252,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
523,3,male,25.0,0,0,7.225,C,1,2624,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
524,1,female,44.0,0,1,57.9792,C,0,111361,NONE,0,1,B,2,0,4.077184839375167,28.9896,2,28.9896,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
525,3,male,25.0,0,0,7.2292,C,1,2700,NONE,0,0,Unknown,1,1,2.1076888046179385,7.2292,1,7.2292,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
526,3,male,40.5,0,0,7.75,Q,0,367232,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",Q_3,"3_(-0.001, 7.854]",0
527,2,female,50.0,0,0,10.5,S,0,W C 14258,W,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(40.0, 80.0]","(7.854, 10.5]",female_2,"female_(40.0, 80.0]",S_2,"2_(7.854, 10.5]",1
528,1,male,40.0,0,0,221.7792,S,1,PC 17483,PC,0,1,C,1,1,5.406181146423973,221.7792,1,221.7792,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",0
529,3,male,39.0,0,0,7.925,S,0,3101296,NONE,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
530,2,male,23.0,2,1,11.5,S,0,29104,NONE,0,0,Unknown,4,0,2.525728644308256,2.875,1,11.5,"(20.0, 25.0]","(10.5, 21.679]",male_2,"male_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",0
531,2,female,2.0,1,1,26.0,S,0,26360,NONE,0,0,Unknown,3,0,3.295836866004329,8.666666666666666,2,13.0,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
532,3,male,25.0,0,0,7.2292,C,1,2641,NONE,0,0,Unknown,1,1,2.1076888046179385,7.2292,1,7.2292,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
533,3,male,17.0,1,1,7.2292,C,0,2690,NONE,0,0,Unknown,3,0,2.1076888046179385,2.409733333333333,1,7.2292,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",C_3,"3_(-0.001, 7.854]",0
534,3,female,21.5,0,2,22.3583,C,1,2668,NONE,0,0,Unknown,3,0,3.1509523813392697,7.452766666666666,2,11.17915,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",C_3,"3_(21.679, 39.688]",1
535,3,female,30.0,0,0,8.6625,S,0,315084,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(25.0, 30.0]","(7.854, 10.5]",female_3,"female_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
536,2,female,7.0,0,2,26.25,S,0,F C C 13529,OTHER,0,0,Unknown,3,0,3.305053521109253,8.75,3,8.75,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
537,1,male,45.0,0,0,26.55,S,0,113050,NONE,0,1,B,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
538,1,female,30.0,0,0,106.425,C,0,PC 17761,PC,0,0,Unknown,1,1,4.676792929661059,106.425,2,53.2125,"(25.0, 30.0]","(39.688, 512.329]",female_1,"female_(25.0, 30.0]",C_1,"1_(39.688, 512.329]",1
539,3,male,25.0,0,0,14.5,S,1,364498,NONE,0,0,Unknown,1,1,2.740840023925201,14.5,1,14.5,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
540,1,female,22.0,0,2,49.5,C,0,13568,NONE,0,1,B,3,0,3.9219733362813134,16.5,1,49.5,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
541,1,female,36.0,0,2,71.0,S,0,WE P 5735,OTHER,0,1,B,3,0,4.276666119016055,23.666666666666668,2,35.5,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
542,3,female,9.0,4,2,31.275,S,0,347082,NONE,0,0,Unknown,7,0,3.4742929367327062,4.467857142857143,7,4.467857142857143,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
543,3,female,11.0,4,2,31.275,S,0,347082,NONE,0,0,Unknown,7,0,3.4742929367327062,4.467857142857143,7,4.467857142857143,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
544,2,male,32.0,1,0,26.0,S,0,2908,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,2,13.0,"(30.0, 40.0]","(21.679, 39.688]",male_2,"male_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",1
545,1,male,50.0,1,0,106.425,C,0,PC 17761,PC,0,1,C,2,0,4.676792929661059,53.2125,2,53.2125,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",0
546,1,male,64.0,0,0,26.0,S,0,693,NONE,0,0,Unknown,1,1,3.295836866004329,26.0,1,26.0,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
547,2,female,19.0,1,0,26.0,S,0,2908,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,2,13.0,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
548,2,male,30.0,0,0,13.8625,C,1,SC PARIS 2146,SC,0,0,Unknown,1,1,2.6988412620169004,13.8625,1,13.8625,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",C_2,"2_(10.5, 21.679]",1
549,3,male,33.0,1,1,20.525,S,0,363291,NONE,0,0,Unknown,3,0,3.0692150503137943,6.841666666666666,3,6.841666666666666,"(30.0, 40.0]","(10.5, 21.679]",male_3,"male_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",0
550,2,male,8.0,1,1,36.75,S,0,C A 33112,C,0,0,Unknown,3,0,3.6309854756950335,12.25,2,18.375,"(0.419, 20.0]","(21.679, 39.688]",male_2,"male_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
551,1,male,17.0,0,2,110.8833,C,0,17421,NONE,0,1,C,3,0,4.717456363787216,36.9611,4,27.720825,"(0.419, 20.0]","(39.688, 512.329]",male_1,"male_(0.419, 20.0]",C_1,"1_(39.688, 512.329]",1
552,2,male,27.0,0,0,26.0,S,0,244358,NONE,0,0,Unknown,1,1,3.295836866004329,26.0,1,26.0,"(25.0, 30.0]","(21.679, 39.688]",male_2,"male_(25.0, 30.0]",S_2,"2_(21.679, 39.688]",0
553,3,male,25.0,0,0,7.8292,Q,1,330979,NONE,0,0,Unknown,1,1,2.17806441028492,7.8292,1,7.8292,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
554,3,male,22.0,0,0,7.225,C,0,2620,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",1
555,3,female,22.0,0,0,7.775,S,0,347085,NONE,0,0,Unknown,1,1,2.1719067693519296,7.775,1,7.775,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
